sdc_dealno,date,targetName,acquirorName,URL_found,IdentifiableIntangibleassetsI,Goodwill,totalDealValueFromFiling,TotalIIAifreportedasaggreg,InProcessRD,valuePatents,TrademarksTradenamesBrand,Technology,Workforce,Noncompeteagreements,MaintenanceSupportContracts,CustomerRelationshipscontract,Contractcontractualrights,Cashacquired,Backlog,IntellectualProperty,RoyaltyAgreement,Other,tgt_cik,origACQcik,acq_cik,acq_cik2,acq_cik3,acq_cik4,acq_cik5,RA,Notes,source,url10s_1,TargetCIK,AcquirerCIK,yearDeal,TargetIndustryGroup,AcquirorSICcode,ofOther,ofUnknown,bothGW_IIA_missing,fromRecent,hand_IIA,hand_GW,handChecked_2018
2273246,5/27/2011,Smurfit-Stone Container Corp,Rock-Tenn Co,http://www.sec.gov/Archives/edgar/data/230498/000023049811000086/a10q6302011.htm,702,1100.9,5392.6,,,,10.4,13.3,,3,,641.3,,473500000,,,,34000000,,,,,,,,,,2014 sample,,0000094610,0000230498,2011,Manufacturing,2631,17.73,,0,0,,,0
2278268,6/17/2011,Endwave Corp,GigOptix Inc,http://www.sec.gov/Archives/edgar/data/1432150/000114036111041691/form10q.htm,2.531,4.578,24.19,,,,.083,1.455,,,,.72,,18770000,.273,,,,,,,,,,,,,2014 sample,,1118941,0001432150,2011,Manufacturing,3674,,,0,0,,,0
2278471,6/1/2011,RehabCare Group Inc,Kindred Healthcare Inc,http://www.sec.gov/Archives/edgar/data/1060009/000119312511216377/d10q.htm,407.5,848.11,962.808,,,,132,,,2.8,,188.9,,,,,,83800000,.,.,.,.,.,.,.,,,2014 sample,,0000812191,0001060009,2011,Services,8051,31.11,,0,0,,,0
2282626,7/1/2011,Frontier Oil Corp,Holly Corp,https://www.sec.gov/Archives/edgar/data/48039/000119312511301996/d242147d10q.htm#tx242147_9,0,2235,3707,,0,0,0,0,0,0,0,0,0,872000000,0,0,0,0,,,0000048039,,,,,Allah,,Post2002collect,,,,2011,Natural Resources,2911,,,0,1,,,0
2289431,7/1/2011,K-Sea Transp Partners LP,Kirby Corp,http://www.sec.gov/Archives/edgar/data/56047/000119312511299343/d230314d10q.htm,11.4,109.421,599.383,,,,,,,,,,,4044000,,,,,,,,,,,,,,2014 sample,,0001178575,0000056047,2011,Services,4449,72.78,,0,0,,,0
2294228,6/1/2011,Spectrum Control Inc,API Technologies Corp,https://www.sec.gov/Archives/edgar/data/1081078/000119312511272816/d216030d10q.htm#tx216030_6,67.5,144.560123,270.264073,,0,0,0,25,0,0,0,22.5,0,4141305,0,0,0,20000000,,,0001081078,,,,,Allah,,Post2002collect,,,,2011,Manufacturing,3674,,,0,1,,,0
2296901,6/28/2011,LaBarge Inc,Ducommun Inc,http://www.sec.gov/Archives/edgar/data/30305/000119312511215340/d10q.htm,173.237,115.807,325.315,,,,32.937,,,,,140.3,,,,,,,,,,,,,,,,2014 sample,,57139,0000030305,2011,Manufacturing,3728,8.81,,0,0,,,0
2297768,5/27/2011,AML Communications Inc,Microsemi Corp,https://www.sec.gov/Archives/edgar/data/310568/000119312511212461/d10q.htm,10,15.312,33.22,,0,0,.1,4.2,0,0,0,4.6,0,0,1.1,0,0,0,,,0000310568,,,,,Allah,,Post2002collect,,,,2011,Manufacturing,3674,,,0,1,,,0
2301120,6/14/2012,Synthes Inc,Johnson & Johnson,http://www.sec.gov/Archives/edgar/data/200406/000020040612000140/jnj3q930201210q.htm,12929,5371,20237,,64,1495,1420,,,,,9950,,2749000000,,,,,,,,,,,,,,2014 sample,,1375063,0000200406,2012,Manufacturing,2834,,,0,0,,,0
2304069,7/15/2011,SAVVIS Inc,CenturyLink Inc,https://www.sec.gov/Archives/edgar/data/18926/000104746911009154/a2206088z10-q.htm#Notes,923,1306,2378,,0,0,0,0,0,0,0,768,0,0,0,0,0,155000000,,,0000018926,,,,,Allah,,Post2002collect,,,,2011,Services,4812,22.84,,0,1,,,0
2309478,7/28/2011,Integral Systems Inc,Kratos Defense & Security,http://www.sec.gov/Archives/edgar/data/1069258/000110465911061072/a11-25789_110q.htm,31.8,175.6,234.2,,,,,,,,,,,6800000,,,,,,,,,,,,,,2014 sample,,0000718130,0001069258,2011,Services,4899,,,0,0,,,0
2313321,8/22/2011,EMS Technologies Inc,Honeywell International Inc,http://www.sec.gov/Archives/edgar/data/773840/0000930413-11-006765.txt,134,240,513,,,,,,,,,,,,,,,,,,,,,,,,,2014 sample,,0000032198,0000773840,2011,Services,3714,,,0,0,,,0
2313537,1/10/2012,Advanced Analogic Tech Inc,Skyworks Solutions Inc,https://www.sec.gov/Archives/edgar/data/4127/000000412712000021/q21210qmarch302012.htm,40.24,138.796,277.344,,1.54,0,.9,15.5,0,0,0,21.2,0,42605000,1.1,0,0,0,,,0000004127,,,,,Allah,,Post2002collect,,,,2012,Manufacturing,3674,,,0,1,,,0
2316318,2/13/2012,Temple-Inland Inc,International Paper Co,http://www.sec.gov/Archives/edgar/data/51434/000119312512214356/d327692d10q.htm,0,1856,3734,,,,,,,,,,,,,,,,,,,,,,,,,2014 sample,,731939,0000051434,2012,Manufacturing,2621,,,0,0,,,0
2316627,8/1/2012,Gen-Probe Inc,Hologic Inc,http://www.sec.gov/Archives/edgar/data/859737/000119312512482840/d393079d10k.htm,2474,1652.546,3972.176,,227,,97,1565,,,,585,,,,,,,.,.,.,.,.,.,.,,,2014 sample,,0000820237,0000859737,2012,Manufacturing,3841,,,0,0,,,0
2319713,7/26/2011,MediaMind Technologies Inc,DG FastChannel Inc,https://www.sec.gov/Archives/edgar/data/934448/000104746912001926/a2207463z10-k.htm#ds71803_item_8._financial_statements_and_supplementary_data,94.3,288.3,499.3,,0,0,10,14.3,0,7.6,0,62.4,0,0,0,0,0,0,,,0000934448,,,,,Allah,,Post2002collect,,,,2011,Services,7319,,,0,1,,,0
2325946,10/5/2011,Ameron International Corp,National Oilwell Varco Inc,http://www.sec.gov/Archives/edgar/data/1021860/000119312512074776/d267762d10k.htm,142,199,704,,,,,,,,,,,,,,,,,,,,,,,,,2014 sample,,0000790730,0001021860,2011,Manufacturing,3533,,,0,0,,,0
2330697,4/2/2012,Medco Health Solutions Inc,Express Scripts Inc,https://www.sec.gov/Archives/edgar/data/1532063/000119312512340911/d355069d10q.htm,16112.7,23878.6,30154.4,,,,353,,,,,15751,,,,,,8700000,.,.,.,.,.,.,.,,,2014 sample,,1170650,0001532063,2012,Services,5122,,,0,0,,,0
2331837,9/1/2011,Paradigm Holdings Inc,CACI International Inc,https://www.sec.gov/Archives/edgar/data/16058/000119312512371503/d399636d10k.htm,0,0,61.5,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0000016058,,,,,Allah,,Post2002collect,,,,2011,Services,7373,,100,1,1,,,0
2332115,2/13/2012,S1 Corp,ACI Worldwide Inc,https://www.sec.gov/Archives/edgar/data/935036/000119312512222715/d326318d10q.htm,201.827008,271.286,587.284,,0,0,4.5,0,0,.36,0,108.69,0,97748000,0,0,0,88277000,,,0000935036,,,,,Allah,,Post2002collect,,,,2012,Manufacturing,7372,,,0,1,,,0
2333741,12/1/2011,PAETEC Holding Corp,Windstream Corp,https://www.sec.gov/Archives/edgar/data/1282266/000128226612000017/a201233110q.htm,870,669.4,842,,,,15,,,,,855,,,,,,,.,.,.,.,.,.,.,,,2014 sample,,0001372041,0001282266,2011,Services,4813,62.83,,0,0,,,0
2336895,5/22/2012,Motorola Mobility Holdings Inc,Google Inc,https://www.sec.gov/Archives/edgar/data/1288776/000119312512312575/d357361d10q.htm,6230.000128,2600,12400,,0,0,0,5500,0,0,0,730,0,0,0,0,0,0,,,0001288776,,,,,Alexey,,Post2002collect,,,,2012,Manufacturing,7375,,,0,1,,,0
2343194,11/7/2011,Caliper Life Sciences Inc,PerkinElmer Inc,https://www.sec.gov/Archives/edgar/data/31791/000144530512000499/pki-2011_10k.htm#s2C31874613E106438638B84AA68D4E1C,177.2,352.494,646.317,,0,0,14.2,52,0,0,0,93,0,43576000,0,0,0,18000000,,,0000031791,,,,,Allah,,Post2002collect,,,,2011,Manufacturing,8734,,,0,1,,,0
2343222,10/3/2011,iLinc Communications Inc,BroadSoft Inc,http://www.sec.gov/Archives/edgar/data/1086909/000119312512089566/d266661d10k.htm,4.6,4.895,11.108,,,,1.4,3.1,,,,.1,,320000,,,,,,,,,,,,,,2014 sample,,1042291, 0001086909,2011,Manufacturing,7372,,,0,0,,,0
2345907,7/26/2012,Goodrich Corp,United Technologies Corp,https://www.sec.gov/Archives/edgar/data/101829/000119312512436499/d430100d10q.htm,10100,11167,16420,,,,1550,,,,,8550,,,,,,,.,.,.,.,.,.,.,,,2014 sample,,0000042542,0000101829,2012,Manufacturing,3724,,,0,0,,,0
2346367,3/5/2012,GreenHouse Holdings Inc,Premier Alliance Group Inc,http://www.sec.gov/Archives/edgar/data/1272550/000127255012000051/pag033112_q.htm,.478925,8.693792,7.4337,,,,,,,,,,,,,,,,.,.,.,.,.,.,.,,,2014 sample,,1444177,0001272550,2012,Manufacturing,7371,,,0,0,,,0
2354105,3/1/2012,Vertro Inc,Inuvo Inc,http://www.sec.gov/Archives/edgar/data/829323/000135448812002526/inuv_10q.htm,11.857537,4.286206,11.442196,,,,,,,,,,,,,,,,.,.,.,.,.,.,.,,,2014 sample,,1094808, 0000829323,2012,Manufacturing,7319,,,0,0,,,0
2363490,1/25/2012,Valpey-Fisher Corp,CTS Corp,https://www.sec.gov/Archives/edgar/data/26058/000119312512181908/d337580d10q.htm,4.915,7.372,18.267,,0,0,0,0,0,0,0,0,0,3578000,0,0,0,0,,,0000026058,,,,,Allah,,Post2002collect,,,,2012,Manufacturing,3679,,,0,1,,,0
2366130,10/1/2013,Onyx Pharmaceuticals Inc,Amgen Inc,https://www.sec.gov/Archives/edgar/data/318154/000031815414000004/amgn-12312013x10k.htm,9862,2526,9712,,1160,0,0,5910,0,0,0,0,0,319000000,0,0,0,2792000000,,,0000318154,,,,,Allah,,Post2002collect,,,,2013,Manufacturing,2836,,,0,1,,,0
2367106,2/22/2012,Magma Design Automation Inc,Synopsys Inc,https://www.sec.gov/Archives/edgar/data/883241/000119312512257478/d335528d10q.htm,184.3,303.481,550.234,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0000883241,,,,,Allah,,Post2002collect,,,,2012,Manufacturing,7372,,,0,1,,,0
2370760,2/14/2012,Synovis LIfe technologies Inc,Baxter International Inc,http://www.sec.gov/Archives/edgar/data/10456/000119312512208951/d318447d10q.htm,115,161,304,,,,,115,,,,,,,,,,,,,,,,,,,,2014 sample,,0000780127,0000010456,2012,Manufacturing,3841,,,0,0,,,0
2371372,6/4/2012,Novellus Systems Inc,Lam Research Corp,http://www.sec.gov/Archives/edgar/data/707549/000119312512365446/d365655d10k.htm,1219.1,1277.121,3026.988,,30,10,,580,,,,580,,,10,,,9100000,,,,,,,,,,2014 sample,,0000836106,0000707549,2012,Manufacturing,3559,,,0,0,,,0
2372088,4/30/2012,RSC Holdings Inc,United Rentals Inc,http://www.sec.gov/Archives/edgar/data/1047166/000106770112000017/uri-6302012x10q.htm,1239,2657,2586,,,,81,,,48,,1110,,,,,,,.,.,.,.,.,.,.,,,2014 sample,,0001389305,0001067701,2012,Services,7359,,,0,0,,,0
2374734,4/18/2012,Parlux Fragrances Inc,Perfumania Holdings Inc,http://www.sec.gov/Archives/edgar/data/880460/000088046012000059/a201242810-q1stqtr.htm,20.691,45.163,145.657,,,,,,,,,20.691,,17114000,,,,,,,,,,,,,,2014 sample,,802356, 0000880460,2012,Manufacturing,5122,,,0,0,,,0
2377834,2/13/2012,Inhibitex Inc,Bristol-Myers Squibb Co,https://www.sec.gov/Archives/edgar/data/14272/000119312512184689/d339536d10q.htm,1875.000064,1213,2539,,1875,0,0,0,0,0,0,0,0,46000000,0,0,0,0,,,0000014272,,,,,Allah,,Post2002collect,,,,2012,Manufacturing,2834,,,0,1,,,0
2379404,12/9/2013,US Airways Group Inc,AMR Corp,https://www.sec.gov/Archives/edgar/data/4515/000000620114000004/aagaa10k-20131231.htm#s76DC25DE6E97C394D146E206CAB2CE7D,1501,4086,4592,,0,0,0,0,0,0,0,0,0,206000000,0,0,0,0,,,0000006201,,,,,Allah,,Post2002collect,,,,2013,Services,4512,,,0,1,,,0
2380236,5/7/2012,Convio Inc,Blackbaud Inc,https://www.sec.gov/Archives/edgar/data/1280058/000128005812000005/form10-q.htm#s0BBEAE5AEBEE6B2B7D2AE1CBA42D38C8,139.14,172.481,335.334,,9.9,0,0,71,0,1.44,0,49,0,0,0,0,0,7800000,,,0001280058,,,,,Allah,,Post2002collect,,,,2012,Manufacturing,7372,,,0,1,,,0
2383403,7/2/2012,Solutia Inc,Eastman Chemical Co,https://www.sec.gov/Archives/edgar/data/915389/000091538912000107/emn2012093010q.htm,1807.000064,1965,4800,,0,0,551,440,0,0,0,816,0,88000000,0,0,0,0,,,0000915389,,,,,Allah,,Post2002collect,,,,2012,Manufacturing,2821,,,0,1,,,0
2385965,7/2/2012,SureWest Communications Inc,Consldtd Comm Holdings Inc,http://www.sec.gov/Archives/edgar/data/1304421/000110465912073761/a12-19976_110q.htm,10.5,109.405,550.796,,,,.9,,,,,9.6,,,,,,,,,,,,,,,,2014 sample,,943117, 0001304421,2012,Services,4813,,,0,0,,,0
2387094,4/5/2012,Taleo Corp,Oracle Corp,https://www.sec.gov/Archives/edgar/data/1341439/000119312512401697/d397317d10q.htm,1100,1200,20000,1100000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0001341439,,,,,Alexey,,Post2002collect,,,,2012,Manufacturing,7372,,,0,1,,,0
2392173,6/28/2012,Banks.Com Inc,Remark Media Inc,https://www.sec.gov/Archives/edgar/data/1368365/000136836512000114/mark-20120930x10q.htm,1.86,1.593495,2.818958,,0,0,0,0,0,0,0,.68,0,0,0,0,0,1180000,,,0001368365,,,,,Alexey,,Post2002collect,,,,2012,Services,7375,,,0,1,,,0
2400201,7/23/2012,Opnext Inc,Oclaro Inc,http://www.sec.gov/Archives/edgar/data/1110647/000119312512460385/d422953d10q.htm,28,0,89.842,,.4,,4.8,13.7,,,,7.3,,36123000,1.8,,,,,,,,,,,,,2014 sample,,1157780, 0001110647,2012,Manufacturing,3674,,,0,0,,,0
2400893,8/9/2012,Amylin Pharmaceuticals Inc,Bristol-Myers Squibb Co,https://www.sec.gov/Archives/edgar/data/14272/000119312513061678/d450621d10k.htm,6460.000256,836,5312,,120,0,0,6340,0,0,0,0,0,179000000,0,0,0,0,,,0000014272,,,,,Allah,,Post2002collect,,,,2012,Manufacturing,2834,23.67,,0,1,,,0
2401782,8/2/2012,World Heart Corp,Heartware International Inc,http://www.sec.gov/Archives/edgar/data/1389072/000119312512461952/d398224d10q.htm,3.863,1.19,6.943,,2.536,,,,,,,,,3689000,,,,1327000,,,,,,,,,,2014 sample,,1024520, 0001389072,2012,Manufacturing,3841,,,0,0,,,0
2403781,9/6/2012,Allos Therapeutics Inc,Spectrum Pharmaceuticals Inc,http://www.sec.gov/Archives/edgar/data/831547/000119312512463439/d418886d10q.htm,146.3,27.55,205.204,,118.4,,,,,,,27.9,,71940000,,,,,,,,,,,,,,2014 sample,,1097264, 0000831547,2012,Manufacturing,2836,5.7,,0,0,,,0
2410711,6/15/2012,Charming Shoppes Inc,Ascena Retail Group Inc,http://www.sec.gov/Archives/edgar/data/1498301/000114420412053044/v321948_10k.htm,270.7,358.9,882.1,,,,270.7,,,,,,,203500000,,,,,,,,,,,,,,2014 sample,,19353, 0001498301,2012,Trade,5621,,,0,0,,,0
2410769,8/2/2012,Standard Microsystems Corp,Microchip Technology Inc,http://www.sec.gov/Archives/edgar/data/827054/0000827054-12-000342.txt,517.8,157.84,919.601,,80.3,,14,238.1,,,,163.5,,,21.9,,,,,,,,,,,,,2014 sample,,0000093384,0000827054,2012,Manufacturing,3674,,,0,0,,,0
2417514,8/14/2012,Edgar Online Inc,RR Donnelley & Sons Co,https://www.sec.gov/Archives/edgar/data/29669/000119312512446613/d416826d10q.htm,18.15,33,71.5,,0,0,0,0,0,0,0,0,0,2100000,0,0,0,0,,,0000029669,,,,,Allah,,Post2002collect,,,,2012,Services,2752,,,1,1,18.15,33,1
2418554,9/28/2012,Quest Software Inc,Dell Inc,https://www.sec.gov/Archives/edgar/data/826083/000082608312000019/dellq3fy1310q.htm,1100,1700,2500,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0000826083,,,,,Allah,,Post2002collect,,,,2012,Manufacturing,3571,,,0,1,,,0
2419794,8/6/2012,LeCroy Corp,Teledyne Technologies Inc,https://www.sec.gov/Archives/edgar/data/1094285/000109428513000064/tdy-20121230x10k.htm,67.59999999999999,174.4,301.3,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0001094285,,,,,Allah,,Post2002collect,,,,2012,Manufacturing,7376,,,0,1,,,0
2421064,7/26/2012,Hughes Telematics Inc,Verizon Communications Inc,http://www.sec.gov/Archives/edgar/data/732712/000119312512435626/d405314d10q.htm,100,600,600,,,,,,,,,,,,,,,,.,.,.,.,.,.,.,,,2014 sample,,1410240,0000732712,2012,Manufacturing,4813,,,0,0,,,0
2421419,8/1/2012,MEDTOX Scientific Inc,Laboratory Corp of America,http://www.sec.gov/Archives/edgar/data/920148/000092014812000123/lh10-qq3.htm,78,154.2,236.4,,,,,,,,,,,,,,,,,,,,,,,,,2014 sample,,0000739944,0000920148,2012,Manufacturing,8071,,,0,0,,,0
2423472,8/8/2012,Micronetics Inc,Mercury Computer Systems Inc,http://www.sec.gov/Archives/edgar/data/1049521/000119312512451734/d401798d10q.htm,18.5,45.808,70.343,,,,,,,,,17,,2109000,1.5,,,,,,,,,,,,,2014 sample,,0000820097,0001049521,2012,Manufacturing,3571,,,0,0,,,0
2424013,11/20/2012,Ramtron International Corp,Cypress Semiconductor Corp,http://www.sec.gov/Archives/edgar/data/791915/000119312513083850/d438738d10k.htm,45.65,32.358,107.863,,,,.55,42.1,,,,3,,,,,,,,,,,,,,,,2014 sample,,849502,0000791915,2012,Manufacturing,3674,,,0,0,,,0
2426091,8/24/2012,Network Equip Technologies Inc,Sonus Networks Inc,http://www.sec.gov/Archives/edgar/data/1105472/000104746912010187/a2211622z10-q.htm,16.81,29.501,41.5,,,,,9.08,,,,6.14,,,.86,,,730000,.,.,.,.,.,.,.,,,2014 sample,,752431, 0001105472,2012,Manufacturing,7373,,,0,0,,,0
2430074,10/15/2012,Brightpoint Inc,Ingram Micro Inc,http://www.sec.gov/Archives/edgar/data/1018003/0001193125-13-080225.txt,309,418.895,868.192,,,,13,,,,,296,,,,,,,,,,,,,,,,2014 sample,,0000918946,0001018003,2012,Trade,5045,23.4,,0,0,,,0
2435722,10/1/2012,RailAmerica Inc,Genesee & Wyoming Inc,http://www.sec.gov/Archives/edgar/data/1012620/000101262013000003/gwr10k20121231secimport.htm,446.327,474.115,2055.604,,,,,,,,,,,,,,,,,,,,,,,,,2014 sample,,0000887637,0001012620,2012,Services,4011,,,0,0,,,0
2435729,1/31/2013,GeoEye Inc,DigitalGlobe Inc,http://www.sec.gov/Archives/edgar/data/1208208/000119312513204660/d496873d10q.htm,33.5,437.6,1461.2,,,,5,26,,,,,,90000000,,,,2500000,,,,,,,,,,2014 sample,,1040570, 0001208208,2013,Services,4899,,,0,0,,,0
2437828,2/13/2013,The Shaw Group Inc,Chicago Bridge & Iron Co Nv,https://www.sec.gov/Archives/edgar/data/1027884/000119312513196750/d516215d10q.htm,401.9,2449.147,3349.791,,0,0,120.5,0,0,0,0,271,0,1137927000,0,0,0,10400000,,,0001027884,,,,,Allah,,Post2002collect,,,,2013,Manufacturing,1799,,,0,1,,,0
2439169,1/24/2013,NextWave Wireless Inc,AT&T Inc,https://www.sec.gov/Archives/edgar/data/732717/000073271713000036/q1_10q.htm,600,0,600,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0000732717,,,,,Allah,,Post2002collect,,,,2013,Manufacturing,4813,96.16,,1,1,600,0,1
2440795,2/20/2013,Robbins & Myers Inc,National Oilwell Varco Inc,https://www.sec.gov/Archives/edgar/data/1021860/000119312513203945/d517766d10q.htm,967,1528,2375,,0,0,58,0,0,0,0,815,0,0,0,0,0,94000000,,,0001021860,,,,,Allah,,Post2002collect,,,,2013,Manufacturing,3533,,,0,1,,,0
2441300,2/28/2013,eDiets.com Inc,As Seen On TV Inc,https://www.sec.gov/Archives/edgar/data/1432967/000155335013000932/astv_10q.htm#notes,7.859439,9.300000000000001,15.154967,,0,0,.859439,0,0,0,0,6,0,691344,0,0,0,1000000,,,0001432967,,,,,Allah,,Post2002collect,,,,2013,Services,7812,,100,0,1,,,0
2442207,10/26/2012,Viking Systems Inc,CONMED Corp,http://www.sec.gov/Archives/edgar/data/816956/000081695613000003/cnmd10k2012.htm,2.825,22.021,22.528,,,1.1,,,,,,1.725,,,,,,,.,.,.,.,.,.,.,,,2014 sample,,1065754,0000816956,2012,Manufacturing,3845,,,0,0,,,0
2444725,11/20/2012,Dollar Thrifty Automotive Grp,Hertz Global Holdings Inc,https://www.sec.gov/Archives/edgar/data/1364479/000144530513000446/hgh2012form10-k.htm#s0F457312EE2C3DB13D1DFBA7AF3632A1,1546,885,2592,,0,0,1140,0,0,0,0,0,0,842000000,0,0,0,406000000,,,0001364479,,,,,Allah,,Post2002collect,,,,2012,Services,7514,,,0,1,,,0
2454643,3/18/2013,Sealy Corp,Tempur-Pedic International Inc,https://www.sec.gov/Archives/edgar/data/1206264/000114036113030141/form10q.htm#NOTESTOCONDENSEDCONSOLIDA,705.6,535.9,1172.9,,0,0,523.5,87.09999999999999,0,0,0,3.9,0,0,0,0,0,91100000,,,0001206264,,,,,Allah,,Post2002collect,,,,2013,Manufacturing,2515,82.28,,0,1,,,0
2455742,11/29/2012,Ceradyne Inc,3M Co,http://www.sec.gov/Archives/edgar/data/66740/000110465913010881/a13-1203_110k.htm,127,198,798,,,,,,,,,,,52000000,,,,,,,,,,,,,,2014 sample,,0000018937,0000066740,2012,Manufacturing,3841,,,0,0,,,0
2462157,3/13/2013,Spartech Corp,PolyOne Corp,https://www.sec.gov/Archives/edgar/data/1122976/000153415813000070/pol-2013630x10q.htm,45.3,142.7,515.2,,0,0,0,27.3,0,0,0,18,0,4100000,0,0,0,0,,,0001122976,,,,,Allah,,Post2002collect,,,,2013,Manufacturing,2821,36.44,,0,1,,,0
2462619,2/22/2013,PSS World Medical Inc,McKesson Corp,https://www.sec.gov/Archives/edgar/data/927653/000156178713000013/mck_10qx06302013.htm,578,1132,1900,,0,0,0,0,0,0,0,0,0,712000000,0,0,0,0,,,0000927653,,,,,Allah,,Post2002collect,,,,2013,Trade,5122,,,0,1,,,0
2463389,12/18/2012,OPNET Technologies Inc,Riverbed Technology Inc,http://www.sec.gov/Archives/edgar/data/1357326/000135732613000004/rvbd-12312012x10k.htm,458.5,582.186,980.223,,,,11.1,178.5,,5.2,,40.6,,,12.4,,,210700000,.,.,.,.,.,.,.,,,2014 sample,,0001108924,0001357326,2012,Manufacturing,3577,,,0,0,,,0
2463860,2/13/2013,Warnaco Group Inc,PVH Corp,https://www.sec.gov/Archives/edgar/data/78239/000007823913000028/a10q1q2013.htm#s424FD22D647336C05C4FFA812245BA5F,1704.8,1399.432,3137.056,,0,0,604.6,0,0,0,0,0,0,364651000,0,0,0,1100200000,,,0000078239,,,,,Allah,,Post2002collect,,,,2013,Manufacturing,2321,,,0,1,,,0
2464230,12/14/2012,Williams Controls Inc,Curtiss-Wright Corp,https://www.sec.gov/Archives/edgar/data/26324/000093041313000998/c72765_10-k.htm,44,74.584,120.6,,,,,,,,,,,,,,,,.,.,.,.,.,.,.,,,2014 sample,,0000854860,0000026324,2012,Manufacturing,3593,,,0,0,,,0
2466570,5/21/2013,KAYAK Software Corp,The Priceline Group Inc,https://www.sec.gov/Archives/edgar/data/1075531/000107553113000045/pcln6301310q.htm,871,1234,2068,,0,0,496,73,0,0,0,0,0,194000000,0,0,0,302000000,,,0001075531,,,,,Allah,,Post2002collect,,,,2013,Services,4724,,,0,1,,,0
2468096,12/31/2012,Teavana Holdings Inc,Starbucks Corp,https://www.sec.gov/Archives/edgar/data/829224/000082922413000024/sbux-3312013x10q.htm,120.8,466.4,615.8,120800000,0,0,118.5,0,0,2.3,0,0,0,0,0,0,0,0,,,0000829224,,,,,Alexey,,Post2002collect,,,,2012,Trade,5813,,,0,1,,,0
2469126,3/1/2013,BioMimetic Therapeutics Inc,Wright Medical Group Inc,https://www.sec.gov/Archives/edgar/data/1137861/000113786113000041/wmgi630201310q.htm#sB1227EB3AB65178AF61A68DD0A89CC29,162.4,96.87,293.312,,155.6,0,3.9,1.6,0,1.3,0,0,0,10578000,0,0,0,0,,,0001137861,,,,,Allah,,Post2002collect,,,,2013,Manufacturing,3842,50.63,,0,1,,,0
2471497,1/29/2013,Ralcorp Holdings Inc,ConAgra Foods Inc,http://www.sec.gov/Archives/edgar/data/23217/0001445305-13-000776.txt,2188.3,4264.5,5070.9,,,,,,,,,,,,,,,,.,.,.,.,.,.,.,,,2014 sample,,0001029506,0000023217,2013,Manufacturing,2099,,,0,0,,,0
2475617,9/17/2013,Intermec Inc,Honeywell Intl Inc,https://www.sec.gov/Archives/edgar/data/773840/000093041314000634/c75936_10k.htm,257,349,607,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0000773840,,,,,Allah,,Post2002collect,,,,2013,Manufacturing,3714,,,0,1,,,0
2475946,1/25/2013,Heelys Inc,Sequential Brands Group Inc,https://www.sec.gov/Archives/edgar/data/791770/000114420413029520/v344520_10q.htm,6.478,0,7.523,,0,.095,6.383,0,0,0,0,0,0,0,0,0,0,0,,,0000791770,,,,,Alexey,,Post2002collect,,,,2013,Manufacturing,2311,,,0,1,,,0
2476306,3/6/2013,Somaxon Pharmaceuticals Inc,Pernix Therapeutics Holdings,https://www.sec.gov/Archives/edgar/data/1024126/000135448813002566/ptx_10q.htm,30.729,10.748,23.84,,22.3,0,0,7.7,0,0,0,0,0,0,0,0,0,0,,,0001024126,,,,,Allah,,Post2002collect,,,,2013,Manufacturing,2834,,,0,1,,,0
2479774,2/8/2013,Eloqua Inc,Oracle Corp,https://www.sec.gov/Archives/edgar/data/1341439/000119312513272832/d531515d10k.htm,327,607,935,327000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0001341439,,,,,Alexey,,Post2002collect,,,,2013,Manufacturing,7372,,,0,1,,,0
2483341,3/14/2013,Zipcar Inc,Avis Budget Group Inc,https://www.sec.gov/Archives/edgar/data/723612/000072361213000018/car-20130331x10q.htm,190,274,473,190000000,0,0,112,0,0,0,0,78,0,0,0,0,0,0,,,0000723612,,,,,Alexey,,Post2002collect,,,,2013,Services,7514,,,0,1,,,0
2484499,3/12/2013,Epocrates Inc,athenahealth Inc,https://www.sec.gov/Archives/edgar/data/1131096/000113109613000046/athn-20130331x10q.htm,139.9,148.093,294.632,139900000,0,0,11.5,6.5,0,4.5,0,2.9,0,0,0,0,0,114500000,,,0001131096,,,,,Alexey,,Post2002collect,,,,2013,Services,7372,,,0,1,,,0
2485836,8/8/2013,Fisher Communications Inc,Sinclair Broadcast Group Inc,https://www.sec.gov/Archives/edgar/data/912752/000110465913083562/a13-19592_110q.htm,156.332,177.326,373.196,156332000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0000912752,,,,,Alexey,,Post2002collect,,,,2013,Services,4833,,,0,1,,,0
2488420,2/3/2014,Life Technologies Corp,Thermo Fisher Scientific Inc,https://www.sec.gov/Archives/edgar/data/97745/000009774514000031/tmoq114.htm,9235.800063999999,7140.9,15300,,58.4,0,688.8,2624.6,0,0,0,5864,0,0,0,0,0,0,,,0000097745,,,,,Alexey,,Post2002collect,,,,2014,Manufacturing,3829,14.19,,0,1,,,0
